code,buy_date,sell_date,buy_price,sell_price,gross_return,net_return,holding_days,sell_reason
000558,2019-02-26,2019-03-08,3.38,3.5788,0.05881656804733737,0.05531656804733737,10,移动止盈
000559,2019-04-03,2019-04-15,6.98,6.8724,-0.01541547277936971,-0.01891547277936971,12,移动止盈
000560,2019-03-18,2019-03-26,6.48,6.9736,0.0761728395061728,0.0726728395061728,8,移动止盈
000563,2019-02-20,2019-02-28,3.5,4.9312000000000005,0.40891428571428584,0.40541428571428584,8,移动止盈
000563,2019-04-02,2019-04-08,5.4,5.3636,-0.0067407407407408205,-0.010240740740740821,6,移动止盈
000564,2019-02-20,2019-02-25,3.05,3.0176,-0.010622950819672126,-0.014122950819672126,5,移动止盈
000567,2019-02-19,2019-02-28,12.06,13.156,0.09087893864013268,0.08737893864013267,9,移动止盈
000567,2019-04-02,2019-04-09,13.86,14.4532,0.04279942279942289,0.03929942279942289,7,移动止盈
000570,2019-02-27,2019-03-14,4.47,4.6736,0.045548098434004626,0.04204809843400462,15,移动止盈
000571,2019-02-27,2019-03-07,3.3,3.5420000000000003,0.07333333333333347,0.06983333333333347,8,移动止盈
000572,2019-02-27,2019-03-06,2.43,2.6312,0.08279835390946504,0.07929835390946503,7,移动止盈
000581,2019-02-27,2019-03-27,20.95,22.7884,0.08775178997613366,0.08425178997613365,28,移动止盈
000582,2019-02-27,2019-03-08,8.04,7.958000000000001,-0.01019900497512414,-0.01369900497512414,9,移动止盈
000582,2019-04-12,2019-04-19,10.01,10.58,0.05694305694305697,0.05344305694305697,7,移动止盈
000584,2019-02-15,2019-02-20,6.63,8.0592,0.2155656108597286,0.2120656108597286,5,移动止盈
000586,2019-02-13,2019-02-21,10.28,10.7824,0.04887159533073945,0.04537159533073944,8,移动止盈
000587,2019-02-14,2019-02-19,2.67,2.7324,0.02337078651685402,0.01987078651685402,5,移动止盈
000592,2019-02-26,2019-03-06,3.82,4.0572,0.06209424083769636,0.058594240837696356,8,移动止盈
000592,2019-04-19,2019-04-26,4.76,4.4528,-0.0645378151260504,-0.06803781512605041,7,移动止盈
000596,2019-03-01,2019-03-07,77.5,76.31400000000001,-0.01530322580645152,-0.01880322580645152,6,移动止盈
000597,2019-04-10,2019-04-16,13.92,13.846000000000002,-0.00531609195402285,-0.00881609195402285,6,移动止盈
000600,2019-02-27,2019-03-08,6.64,6.8908000000000005,0.03777108433734952,0.03427108433734952,9,移动止盈
000603,2019-02-20,2019-02-25,9.93,10.856000000000002,0.0932527693857001,0.08975276938570009,5,移动止盈
000603,2019-04-03,2019-04-10,11.28,11.4724,0.017056737588652574,0.013556737588652574,7,移动止盈
000606,2019-03-06,2019-03-11,7.61,7.654400000000001,0.005834428383705708,0.0023344283837057078,5,移动止盈
000609,2019-02-26,2019-03-08,6.0,5.9064000000000005,-0.01559999999999991,-0.019099999999999912,10,移动止盈
000610,2019-02-20,2019-02-25,7.77,8.1696,0.051428571428571594,0.04792857142857159,5,移动止盈
000612,2019-02-26,2019-03-06,4.7,4.876,0.03744680851063833,0.033946808510638325,8,移动止盈
000616,2019-02-26,2019-03-05,3.45,3.45,0.0,-0.0035,7,移动止盈
000616,2019-04-03,2019-04-10,3.65,3.7996,0.040986301369863004,0.037486301369863,7,移动止盈
000619,2019-03-20,2019-03-28,6.33,6.256,-0.011690363349131096,-0.015190363349131096,8,移动止盈
000620,2019-04-03,2019-04-16,4.88,4.7472,-0.027213114754098277,-0.030713114754098277,13,移动止盈
000623,2019-04-02,2019-04-25,18.63,18.216,-0.022222222222222112,-0.02572222222222211,23,移动止盈
000627,2019-04-02,2019-04-16,7.03,7.3232,0.04170697012802271,0.03820697012802271,14,移动止盈
000628,2019-02-26,2019-03-07,10.59,10.9296,0.032067988668555314,0.028567988668555314,9,移动止盈
000629,2019-02-27,2019-03-06,3.65,3.7076000000000002,0.015780821917808305,0.012280821917808306,7,移动止盈
000629,2019-04-03,2019-04-16,3.83,3.7076000000000002,-0.0319582245430809,-0.0354582245430809,13,移动止盈
000630,2019-04-02,2019-04-16,2.74,2.5944,-0.053138686131387,-0.056638686131387006,14,移动止盈
